date,bdi,bci,bpi,bsi,bunker_fuel,coal_index,indo_coal_index,dxy,seaborne_volume,mti_india,spot_freight_rate,sources,garch_vol_pct,garch_upper_95,garch_lower_95
2026-07-12,2354,3244,2205,1858,604.09,132.21,55.46,103.4,794627,0.326,24616,,1.608,25392.0,23840.0
2026-07-13,2377,3263,2213,1861,611.18,133.26,56.33,103.77,798472,0.332,25032,,1.608,25821.0,24243.0
2026-07-14,2331,3205,2169,1801,609.8,131.97,55.12,103.81,787618,0.327,24445,,1.608,25215.0,23675.0
2026-07-15,2310,3260,2185,1796,613.72,131.36,55.06,103.82,787767,0.329,24525,,1.608,25298.0,23752.0
2026-07-16,2313,3217,2205,1793,605.54,132.12,55.64,104.22,800725,0.33,24281,,1.608,25046.0,23516.0
2026-07-17,2346,3224,2189,1817,609.09,134.85,55.86,103.86,821157,0.34,24660,,1.608,25437.0,23883.0
2026-07-18,2337,3256,2208,1840,605.96,134.84,55.68,103.54,763786,0.315,24357,,1.608,25125.0,23589.0
2026-07-19,2316,3181,2125,1782,607.89,135.71,57.14,103.14,782025,0.323,24355,,1.608,25123.0,23587.0
2026-07-20,2356,3304,2200,1867,607.27,135.73,57.2,103.24,764652,0.316,24702,,1.608,25481.0,23923.0
2026-07-21,2312,3208,2173,1819,613.71,138.21,58.87,103.3,804997,0.336,24471,,1.608,25242.0,23700.0
2026-07-22,2251,3101,2093,1775,610.12,136.22,57.27,103.69,771041,0.32,23574,,1.608,24317.0,22831.0
2026-07-23,2256,3133,2097,1751,613.36,136.46,57.64,103.76,756931,0.316,23582,,1.608,24325.0,22839.0
2026-07-24,2237,3017,2086,1742,612.43,134.64,56.47,103.66,786857,0.328,23706,,1.608,24453.0,22959.0
2026-07-25,2206,2993,2081,1695,612.06,131.79,55.47,103.66,802136,0.334,23522,,1.608,24263.0,22781.0
2026-07-26,2218,3008,2081,1721,611.56,132.34,56.25,103.69,784597,0.326,23302,,1.608,24036.0,22568.0
2026-07-27,2219,3069,2030,1740,608.09,132.69,54.88,103.27,776370,0.321,23554,,1.608,24296.0,22812.0
2026-07-28,2199,3113,2014,1739,608.41,132.53,55.83,103.96,778075,0.322,23213,,1.608,23945.0,22481.0
2026-07-29,2162,3084,2017,1667,608.49,132.58,56.54,104.09,791784,0.328,22839,,1.608,23559.0,22119.0
2026-07-30,2180,3036,2060,1693,609.93,136.47,57.43,104.14,756058,0.314,22921,,1.608,23643.0,22199.0
2026-07-31,2191,3046,1991,1706,610.61,136.28,57.9,104.28,766087,0.318,22941,,1.608,23664.0,22218.0
2026-08-01,2183,2932,2040,1678,614.49,137.01,57.29,104.45,759555,0.317,23200,,1.608,23931.0,22469.0
2026-08-02,2225,3046,2078,1746,618.83,136.33,57.25,104.4,747394,0.315,23446,,1.608,24185.0,22707.0
2026-08-03,2193,2990,2096,1697,614.19,136.8,57.47,104.23,758540,0.317,23074,,1.608,23801.0,22347.0
2026-08-04,2149,2938,2011,1673,618.27,136.61,56.49,104.37,778622,0.327,22961,,1.608,23685.0,22237.0
2026-08-05,2128,2929,2010,1652,613.01,136.23,56.75,104.46,769033,0.321,22306,,1.608,23009.0,21603.0
2026-08-06,2123,2908,1999,1642,615.82,138.51,57.74,104.24,768715,0.322,22342,,1.608,23046.0,21638.0
2026-08-07,2125,2844,1944,1657,618.71,140.0,59.13,104.59,759752,0.32,22575,,1.608,23286.0,21864.0
2026-08-08,2115,2953,2008,1646,610.13,140.21,59.24,104.65,763898,0.317,22386,,1.608,23092.0,21680.0
2026-08-09,2120,2878,1999,1647,610.73,137.48,57.87,104.81,742522,0.308,22429,,1.608,23136.0,21722.0
2026-08-10,2085,2889,1973,1614,608.78,137.13,57.92,105.14,748361,0.31,21973,,1.608,22666.0,21280.0
2026-08-11,2118,3017,2089,1658,605.55,140.45,58.92,105.12,754346,0.311,22598,,1.608,23310.0,21886.0
2026-08-12,2113,2874,1934,1678,611.87,140.2,59.37,105.17,754082,0.314,22310,,1.608,23013.0,21607.0
2026-08-13,2137,2836,2052,1670,609.02,141.56,59.46,105.35,753167,0.312,22503,,1.608,23212.0,21794.0
2026-08-14,2142,2943,2006,1689,605.54,143.3,60.21,105.13,744725,0.307,22414,,1.608,23120.0,21708.0
2026-08-15,2150,3016,2028,1652,606.07,143.54,60.18,105.12,739567,0.305,22597,,1.608,23309.0,21885.0
2026-08-16,2160,3069,2029,1688,609.33,142.5,60.12,105.13,791016,0.328,22902,,1.608,23624.0,22180.0
2026-08-17,2167,2935,2026,1671,608.79,139.57,58.45,104.86,755665,0.313,22970,,1.608,23694.0,22246.0
2026-08-18,2179,3029,2034,1673,614.13,140.41,59.36,105.42,746668,0.312,22833,,1.608,23553.0,22113.0
2026-08-19,2208,3026,2084,1709,616.5,139.45,58.12,105.03,735373,0.308,23281,,1.608,24015.0,22547.0
2026-08-20,2208,3043,2038,1744,606.61,139.68,58.23,104.69,730499,0.301,23203,,1.608,23934.0,22472.0
2026-08-21,2221,3184,2107,1750,604.33,138.2,58.32,105.0,733696,0.302,23322,,1.608,24057.0,22587.0
2026-08-22,2214,2988,2071,1731,601.93,137.92,57.89,105.15,738436,0.302,23150,,1.608,23880.0,22420.0
2026-08-23,2245,3110,2082,1724,604.26,138.0,57.78,104.87,704219,0.289,23497,,1.608,24238.0,22756.0
2026-08-24,2223,3089,2079,1731,592.55,138.36,58.47,105.0,707263,0.285,22942,,1.608,23665.0,22219.0
2026-08-25,2264,3173,2159,1771,604.36,137.04,57.32,105.34,719625,0.296,23830,,1.608,24581.0,23079.0
2026-08-26,2257,3119,2108,1764,606.83,138.52,58.1,105.3,730657,0.302,23758,,1.608,24507.0,23009.0
2026-08-27,2216,3072,2092,1695,607.52,137.83,58.45,105.92,722331,0.298,23065,,1.608,23792.0,22338.0
2026-08-28,2215,3039,2063,1711,612.83,135.84,57.67,105.45,746460,0.311,23211,,1.608,23943.0,22479.0
2026-08-29,3186,4397,2995,2485,629.0,139.75,58.7,99.16,746460,0.319,33161,,,,
